,,,Number of people in each PTAL level:,,,,,,,,,,0,1,2,3,4,5,6,7,8,
E05000333,Ickenham,Hillingdon,347,"3,166","2,397","4,330",148,0,0,0,0,"10,387",0.0,0.3,0.5,1.3,0.1,0.0,0.0,0.0,0.0,2.1
E05000334,Manor,Hillingdon,0,618,"2,145","6,621","2,058",0,0,0,0,"11,442",0.0,0.1,0.4,1.7,0.7,0.0,0.0,0.0,0.0,2.9
E05000335,Northwood,Hillingdon,413,"2,032","2,895","4,910",219,0,0,0,0,"10,469",0.0,0.2,0.6,1.4,0.1,0.0,0.0,0.0,0.0,2.2
E05000336,Northwood Hills,Hillingdon,599,"3,258","2,811","4,909",0,0,0,0,0,"11,578",0.0,0.3,0.5,1.3,0.0,0.0,0.0,0.0,0.0,2.0
E05000337,Pinkwell,Hillingdon,16,417,"8,431","2,975","1,178","1,528",222,0,0,"14,767",0.0,0.0,1.1,0.6,0.3,0.5,0.1,0.0,0.0,2.7
E05000338,South Ruislip,Hillingdon,11,"1,696","3,298","6,302","1,058",0,0,0,0,"12,364",0.0,0.1,0.5,1.5,0.3,0.0,0.0,0.0,0.0,2.5
E05000339,Townfield,Hillingdon,298,621,"1,772","8,134","1,907","1,372",2,0,0,"14,106",0.0,0.0,0.3,1.7,0.5,0.5,0.0,0.0,0.0,3.1
E05000340,Uxbridge North,Hillingdon,623,"3,479","3,994","3,061",942,771,386,126,0,"13,382",0.0,0.3,0.6,0.7,0.3,0.3,0.2,0.1,0.0,2.4
E05000341,Uxbridge South,Hillingdon,511,969,"6,867","2,275",782,499,742,2,0,"12,647",0.0,0.1,1.1,0.5,0.2,0.2,0.4,0.0,0.0,2.5
E05000342,West Drayton,Hillingdon,173,"2,029","6,208","3,602","2,357",0,0,0,0,"14,370",0.0,0.1,0.9,0.8,0.7,0.0,0.0,0.0,0.0,2.4
E05000343,West Ruislip,Hillingdon,28,"5,009",939,"2,675","1,794",166,0,0,0,"10,611",0.0,0.5,0.2,0.8,0.7,0.1,0.0,0.0,0.0,2.2
E05000344,Yeading,Hillingdon,110,"3,535","7,354","2,587",0,0,0,0,0,"13,586",0.0,0.3,1.1,0.6,0.0,0.0,0.0,0.0,0.0,1.9
E05000345,Yiewsley,Hillingdon,124,"1,418","4,918","4,238","2,281",0,0,0,0,"12,979",0.0,0.1,0.8,1.0,0.7,0.0,0.0,0.0,0.0,2.5
E05000346,Bedfont,Hounslow,59,"1,770","7,415","3,359",74,24,0,0,0,"12,701",0.0,0.1,1.2,0.8,0.0,0.0,0.0,0.0,0.0,2.1
E05000347,Brentford,Hounslow,0,563,928,"7,697","5,050",98,0,0,0,"14,336",0.0,0.0,0.1,1.6,1.4,0.0,0.0,0.0,0.0,3.2
E05000348,Chiswick Homefields,Hounslow,8,901,"2,076","1,817","2,746","3,255",547,0,0,"11,350",0.0,0.1,0.4,0.5,1.0,1.4,0.3,0.0,0.0,3.6
E05000349,Chiswick Riverside,Hounslow,82,"1,143","1,620","6,717","1,658",312,0,0,0,"11,532",0.0,0.1,0.3,1.7,0.6,0.1,0.0,0.0,0.0,2.8
E05000350,Cranford,Hounslow,75,"3,212","1,916","5,740","1,390",0,0,0,0,"12,332",0.0,0.3,0.3,1.4,0.5,0.0,0.0,0.0,0.0,2.4
E05000351,Feltham North,Hounslow,17,"1,478","2,625","3,844","2,490","1,109",0,0,0,"11,563",0.0,0.1,0.5,1.0,0.9,0.5,0.0,0.0,0.0,2.9
E05000352,Feltham West,Hounslow,3,"4,672","4,858","2,525","1,803","1,681",0,0,0,"15,541",0.0,0.3,0.6,0.5,0.5,0.5,0.0,0.0,0.0,2.4
E05000353,Hanworth,Hounslow,0,519,"3,756","7,821",0,0,0,0,0,"12,096",0.0,0.0,0.6,1.9,0.0,0.0,0.0,0.0,0.0,2.6
E05000354,Hanworth Park,Hounslow,5,"2,478","2,750","4,204",850,"1,053",0,0,0,"11,339",0.0,0.2,0.5,1.1,0.3,0.5,0.0,0.0,0.0,2.6
E05000355,Heston Central,Hounslow,0,282,"3,666","6,151","1,492",697,0,0,0,"12,288",0.0,0.0,0.6,1.5,0.5,0.3,0.0,0.0,0.0,2.9
E05000356,Heston East,Hounslow,35,"1,464","5,799","4,524",499,0,0,0,0,"12,322",0.0,0.1,0.9,1.1,0.2,0.0,0.0,0.0,0.0,2.3
E05000357,Heston West,Hounslow,0,666,"7,204","4,277",291,0,0,0,0,"12,438",0.0,0.1,1.2,1.0,0.1,0.0,0.0,0.0,0.0,2.3
E05000358,Hounslow Central,Hounslow,0,94,634,"2,757","2,333","2,424","2,028","4,900",0,"15,169",0.0,0.0,0.1,0.5,0.6,0.8,0.8,2.3,0.0,5.1
E05000359,Hounslow Heath,Hounslow,519,"1,280","1,750","6,723","2,092",819,895,647,0,"14,727",0.0,0.1,0.2,1.4,0.6,0.3,0.4,0.3,0.0,3.2
E05000360,Hounslow South,Hounslow,0,249,"5,531","5,237",391,0,0,0,0,"11,408",0.0,0.0,1.0,1.4,0.1,0.0,0.0,0.0,0.0,2.5
E05000361,Hounslow West,Hounslow,0,0,287,"4,021","5,921","1,722",663,35,0,"12,650",0.0,0.0,0.0,1.0,1.9,0.7,0.3,0.0,0.0,3.9
E05000362,Isleworth,Hounslow,0,440,"6,543","4,830",164,0,0,0,0,"11,977",0.0,0.0,1.1,1.2,0.1,0.0,0.0,0.0,0.0,2.4
E05000363,Osterley and Spring Grove,Hounslow,201,691,"3,761","5,946","2,266",161,0,0,0,"13,026",0.0,0.1,0.6,1.4,0.7,0.1,0.0,0.0,0.0,2.8
E05000364,Syon,Hounslow,322,320,441,"2,339","9,537",596,0,0,0,"13,554",0.0,0.0,0.1,0.5,2.8,0.2,0.0,0.0,0.0,3.6
E05000365,Turnham Green,Hounslow,0,29,607,"1,138","3,532","5,243",899,0,0,"11,448",0.0,0.0,0.1,0.3,1.2,2.3,0.5,0.0,0.0,4.4
E05000366,Barnsbury,Islington,0,0,55,"1,304","1,203","3,384","2,421","1,586","2,248","12,201",0.0,0.0,0.0,0.3,0.4,1.4,1.2,0.9,1.5,5.7
E05000367,Bunhill,Islington,0,0,0,0,211,284,"1,117","9,123","3,592","14,328",0.0,0.0,0.0,0.0,0.1,0.1,0.5,4.5,2.0,7.1
E05000368,Caledonian,Islington,0,46,731,903,"3,724","2,352","2,975",608,"2,557","13,896",0.0,0.0,0.1,0.2,1.1,0.8,1.3,0.3,1.5,5.3
E05000369,Canonbury,Islington,0,0,0,0,413,618,"3,819","7,222",0,"12,072",0.0,0.0,0.0,0.0,0.1,0.3,1.9,4.2,0.0,6.5
E05000370,Clerkenwell,Islington,0,0,0,0,81,209,"2,732","5,864","2,273","11,160",0.0,0.0,0.0,0.0,0.0,0.1,1.5,3.7,1.6,6.9
E05000371,Finsbury Park,Islington,0,0,18,559,"1,347","1,155","1,804","5,078","4,398","14,358",0.0,0.0,0.0,0.1,0.4,0.4,0.8,2.5,2.5,6.6
E05000372,Highbury East,Islington,0,0,0,"4,006","2,875",965,640,"3,129",19,"11,634",0.0,0.0,0.0,1.0,1.0,0.4,0.3,1.9,0.0,4.7
E05000373,Highbury West,Islington,0,0,0,466,"4,479","2,341",962,"5,618","1,165","15,030",0.0,0.0,0.0,0.1,1.2,0.8,0.4,2.6,0.6,5.7
E05000374,Hillrise,Islington,0,0,0,"3,910","4,935",830,819,"1,300",0,"11,794",0.0,0.0,0.0,1.0,1.7,0.4,0.4,0.8,0.0,4.2
E05000375,Holloway,Islington,0,0,0,0,"1,056","3,351","6,009","4,567",0,"14,983",0.0,0.0,0.0,0.0,0.3,1.1,2.4,2.1,0.0,5.9
E05000376,Junction,Islington,0,0,0,193,"1,847","2,004","2,069","5,884",28,"12,025",0.0,0.0,0.0,0.0,0.6,0.8,1.0,3.4,0.0,6.0
E05000377,Mildmay,Islington,0,0,0,3,"1,105","2,315","4,012","5,482",0,"12,917",0.0,0.0,0.0,0.0,0.3,0.9,1.9,3.0,0.0,6.1
E05000378,St George's,Islington,0,0,45,592,"6,619","3,652",691,807,0,"12,407",0.0,0.0,0.0,0.1,2.1,1.5,0.3,0.5,0.0,4.5
E05000379,St Mary's,Islington,0,0,0,0,103,310,"2,340","8,444",356,"11,553",0.0,0.0,0.0,0.0,0.0,0.1,1.2,5.1,0.2,6.7
E05000380,St Peter's,Islington,0,234,664,524,"1,742","2,346","3,045","3,270",0,"11,824",0.0,0.0,0.1,0.1,0.6,1.0,1.5,1.9,0.0,5.3
E05000381,Tollington,Islington,0,30,138,"1,299","7,308","2,042",903,"1,576",15,"13,311",0.0,0.0,0.0,0.3,2.2,0.8,0.4,0.8,0.0,4.5
E05000382,Abingdon,Kensington and Chelsea,0,0,0,0,246,425,"3,287","5,854",0,"9,812",0.0,0.0,0.0,0.0,0.1,0.2,2.0,4.2,0.0,6.5
E05000383,Brompton,Kensington and Chelsea,0,0,0,0,17,522,988,"7,037",276,"8,839",0.0,0.0,0.0,0.0,0.0,0.3,0.7,5.6,0.2,6.8
E05000384,Campden,Kensington and Chelsea,0,0,0,24,175,219,575,"6,962",222,"8,178",0.0,0.0,0.0,0.0,0.1,0.1,0.4,6.0,0.2,6.8
E05000385,Colville,Kensington and Chelsea,0,0,0,0,0,"5,697","2,203",476,0,"8,377",0.0,0.0,0.0,0.0,0.0,3.4,1.6,0.4,0.0,5.4
E05000386,Courtfield,Kensington and Chelsea,0,0,0,0,0,0,"1,100","7,833",0,"8,933",0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.1,0.0,6.9
E05000387,Cremorne,Kensington and Chelsea,0,0,0,0,"2,815","4,361",788,0,0,"7,964",0.0,0.0,0.0,0.0,1.4,2.7,0.6,0.0,0.0,4.7
E05000388,Earl's Court,Kensington and Chelsea,0,0,0,0,0,0,0,"9,104",0,"9,104",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0
E05000389,Golborne,Kensington and Chelsea,0,0,0,"1,367","2,753","4,104",683,30,0,"8,937",0.0,0.0,0.0,0.5,1.2,2.3,0.5,0.0,0.0,4.5
E05000390,Hans Town,Kensington and Chelsea,0,0,0,0,0,969,"1,831","5,993",0,"8,792",0.0,0.0,0.0,0.0,0.0,0.6,1.2,4.8,0.0,6.6
E05000391,Holland,Kensington and Chelsea,0,0,0,0,694,"2,919","3,239","1,847","1,068","9,767",0.0,0.0,0.0,0.0,0.3,1.5,2.0,1.3,0.9,6.0
E05000392,Norland,Kensington and Chelsea,0,0,0,892,936,"2,558","2,322","1,954",12,"8,675",0.0,0.0,0.0,0.3,0.4,1.5,1.6,1.6,0.0,5.4
E05000393,Notting Barns,Kensington and Chelsea,0,0,0,"1,863","5,011","1,914",739,10,0,"9,537",0.0,0.0,0.0,0.6,2.1,1.0,0.5,0.0,0.0,4.2
E05000394,Pembridge,Kensington and Chelsea,0,0,0,0,0,0,362,"7,142",156,"7,659",0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.5,0.2,7.0
E05000395,Queen's Gate,Kensington and Chelsea,0,0,0,0,671,"1,519","4,390","3,267",0,"9,847",0.0,0.0,0.0,0.0,0.3,0.8,2.7,2.3,0.0,6.0
E05000396,Redcliffe,Kensington and Chelsea,0,0,0,0,698,"2,282","1,019","5,246",0,"9,245",0.0,0.0,0.0,0.0,0.3,1.2,0.7,4.0,0.0,6.2
E05000397,Royal Hospital,Kensington and Chelsea,0,0,165,618,"2,552","1,236",953,"1,728",0,"7,252",0.0,0.0,0.0,0.3,1.4,0.9,0.8,1.7,0.0,5.0
E05000398,St Charles,Kensington and Chelsea,0,96,"1,354","3,034","1,352","3,101",406,0,0,"9,343",0.0,0.0,0.3,1.0,0.6,1.7,0.3,0.0,0.0,3.8
E05000399,Stanley,Kensington and Chelsea,0,0,0,0,149,"4,458","1,952","1,628",0,"8,187",0.0,0.0,0.0,0.0,0.1,2.7,1.4,1.4,0.0,5.6
E05000400,Alexandra,Kingston upon Thames,139,"1,675","4,316","2,013","1,104",0,0,0,0,"9,246",0.0,0.2,0.9,0.7,0.5,0.0,0.0,0.0,0.0,2.2
E05000401,Berrylands,Kingston upon Thames,9,918,"3,200","3,207","1,333",703,68,0,0,"9,437",0.0,0.1,0.7,1.0,0.6,0.4,0.0,0.0,0.0,2.8
E05000402,Beverley,Kingston upon Thames,0,589,"3,465","3,560","1,990",505,0,0,0,"10,109",0.0,0.1,0.7,1.1,0.8,0.2,0.0,0.0,0.0,2.8
E05000403,Canbury,Kingston upon Thames,0,348,"2,056","3,743","1,613","1,783",684,"2,146",0,"12,373",0.0,0.0,0.3,0.9,0.5,0.7,0.3,1.2,0.0,4.1
E05000404,Chessington North and Hook,Kingston upon Thames,48,"1,769","1,579","5,345",0,0,0,0,0,"8,741",0.0,0.2,0.4,1.8,0.0,0.0,0.0,0.0,0.0,2.4
E05000405,Chessington South,Kingston upon Thames,49,"1,346","3,718","5,114",0,0,0,0,0,"10,227",0.0,0.1,0.7,1.5,0.0,0.0,0.0,0.0,0.0,2.4
E05000406,Coombe Hill,Kingston upon Thames,13,599,"6,123","2,032","1,078",512,0,0,0,"10,357",0.0,0.1,1.2,0.6,0.4,0.2,0.0,0.0,0.0,2.5
E05000407,Coombe Vale,Kingston upon Thames,0,815,"5,635","2,554",746,0,0,0,0,"9,750",0.0,0.1,1.2,0.8,0.3,0.0,0.0,0.0,0.0,2.3
E05000408,Grove,Kingston upon Thames,0,40,"1,434","2,373","3,364","1,410",883,"1,300",152,"10,955",0.0,0.0,0.3,0.6,1.2,0.6,0.5,0.8,0.1,4.2
E05000409,Norbiton,Kingston upon Thames,0,296,"2,658","2,606","1,657","1,534",774,582,0,"10,107",0.0,0.0,0.5,0.8,0.7,0.8,0.5,0.4,0.0,3.6
E05000410,Old Malden,Kingston upon Thames,0,874,"1,639","6,070",849,0,0,0,0,"9,431",0.0,0.1,0.3,1.9,0.4,0.0,0.0,0.0,0.0,2.7
E05000411,St James,Kingston upon Thames,0,"1,311","1,756","4,843",919,139,0,0,0,"8,969",0.0,0.1,0.4,1.6,0.4,0.1,0.0,0.0,0.0,2.6
E05000412,St Mark's,Kingston upon Thames,0,"1,184","2,013",943,"1,778","3,777",787,0,0,"10,483",0.0,0.1,0.4,0.3,0.7,1.8,0.5,0.0,0.0,3.7
E05000413,Surbiton Hill,Kingston upon Thames,49,349,"1,542","5,091","1,552","1,864",12,0,0,"10,459",0.0,0.0,0.3,1.5,0.6,0.9,0.0,0.0,0.0,3.3
E05000414,Tolworth and Hook Rise,Kingston upon Thames,6,"2,226","3,520","3,393",687,0,0,0,0,"9,833",0.0,0.2,0.7,1.0,0.3,0.0,0.0,0.0,0.0,2.3
E05000415,Tudor,Kingston upon Thames,8,583,"5,683","3,265",39,0,0,0,0,"9,578",0.0,0.1,1.2,1.0,0.0,0.0,0.0,0.0,0.0,2.3
E05000416,Bishop's,Lambeth,0,0,0,0,228,527,372,783,"7,765","9,675",0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.6,6.4,7.6
E05000417,Brixton Hill,Lambeth,0,0,13,"1,822","5,001","4,378","2,333","2,294",2,"15,842",0.0,0.0,0.0,0.3,1.3,1.4,0.9,1.0,0.0,4.9
E05000418,Clapham Common,Lambeth,0,89,689,"3,318","4,796","2,265","1,126",569,0,"12,852",0.0,0.0,0.1,0.8,1.5,0.9,0.5,0.3,0.0,4.1
E05000419,Clapham Town,Lambeth,0,0,0,473,"4,599","4,109","2,787","1,827",0,"13,795",0.0,0.0,0.0,0.1,1.3,1.5,1.2,0.9,0.0,5.1
E05000420,Coldharbour,Lambeth,0,0,511,916,"5,328","1,829","1,294","5,895","1,010","16,784",0.0,0.0,0.1,0.2,1.3,0.5,0.5,2.5,0.5,5.4
E05000421,Ferndale,Lambeth,0,0,0,0,206,"2,236","6,601","5,202",788,"15,032",0.0,0.0,0.0,0.0,0.1,0.7,2.6,2.4,0.4,6.3
E05000422,Gipsy Hill,Lambeth,0,107,"1,844","4,329","5,008","1,111",773,539,0,"13,712",0.0,0.0,0.3,0.9,1.5,0.4,0.3,0.3,0.0,3.7
E05000423,Herne Hill,Lambeth,0,0,0,406,"8,403","4,477","1,562",260,0,"15,107",0.0,0.0,0.0,0.1,2.2,1.5,0.6,0.1,0.0,4.5
E05000424,Knight's Hill,Lambeth,0,0,"1,285","4,361","3,189","4,186","1,473",269,0,"14,763",0.0,0.0,0.2,0.9,0.9,1.4,0.6,0.1,0.0,4.1
E05000425,Larkhall,Lambeth,0,0,0,931,"4,708","3,281","6,587","1,611",0,"17,118",0.0,0.0,0.0,0.2,1.1,1.0,2.3,0.7,0.0,5.2
E05000426,Oval,Lambeth,0,0,0,52,390,"1,819","2,272","5,249","5,325","15,106",0.0,0.0,0.0,0.0,0.1,0.6,0.9,2.4,2.8,6.9
E05000427,Prince's,Lambeth,0,0,0,89,"1,244","2,694","1,723","7,253","1,258","14,262",0.0,0.0,0.0,0.0,0.3,0.9,0.7,3.6,0.7,6.3
E05000428,St Leonard's,Lambeth,0,0,189,734,"1,712","1,675","3,773","6,466",0,"14,550",0.0,0.0,0.0,0.2,0.5,0.6,1.6,3.1,0.0,5.9
E05000429,Stockwell,Lambeth,0,21,216,869,"1,652","5,380","3,891","2,749",0,"14,777",0.0,0.0,0.0,0.2,0.4,1.8,1.6,1.3,0.0,5.4
E05000430,Streatham Hill,Lambeth,0,408,501,"1,779","1,805","2,011","3,356","4,402",0,"14,263",0.0,0.0,0.1,0.4,0.5,0.7,1.4,2.2,0.0,5.3
E05000431,Streatham South,Lambeth,0,33,366,"3,127","6,907","3,321",354,228,0,"14,336",0.0,0.0,0.1,0.7,1.9,1.2,0.1,0.1,0.0,4.1
E05000432,Streatham Wells,Lambeth,0,161,"3,759","2,279","1,055","1,514","2,981","3,158",0,"14,906",0.0,0.0,0.5,0.5,0.3,0.5,1.2,1.5,0.0,4.4
E05000433,Thornton,Lambeth,0,201,"1,586","3,861","5,533",748,595,0,0,"12,526",0.0,0.0,0.3,0.9,1.8,0.3,0.3,0.0,0.0,3.5
E05000434,Thurlow Park,Lambeth,0,0,3,"2,637","2,452","2,851","3,291","2,406",0,"13,641",0.0,0.0,0.0,0.6,0.7,1.0,1.4,1.2,0.0,5.0
E05000435,Tulse Hill,Lambeth,127,173,345,"5,055","3,779","2,093","2,214","1,962",23,"15,771",0.0,0.0,0.0,1.0,1.0,0.7,0.8,0.9,0.0,4.4
E05000436,Vassall,Lambeth,0,0,691,"3,507","2,655","4,136","3,009",144,0,"14,143",0.0,0.0,0.1,0.7,0.8,1.5,1.3,0.1,0.0,4.4
E05000437,Bellingham,Lewisham,0,65,"2,406","9,786","2,074",363,82,0,0,"14,775",0.0,0.0,0.3,2.0,0.6,0.1,0.0,0.0,0.0,3.0
E05000438,Blackheath,Lewisham,0,0,187,"2,977","3,854","2,979",926,"1,273","1,842","14,039",0.0,0.0,0.0,0.6,1.1,1.1,0.4,0.6,1.0,4.9
E05000439,Brockley,Lewisham,0,0,0,0,"1,732","5,495","4,333","4,838",757,"17,156",0.0,0.0,0.0,0.0,0.4,1.6,1.5,2.0,0.4,5.8
E05000440,Catford South,Lewisham,0,434,"2,171","7,974","2,637","1,621",246,130,0,"15,214",0.0,0.0,0.3,1.6,0.7,0.5,0.1,0.1,0.0,3.3
E05000441,Crofton Park,Lewisham,0,2,211,"4,349","5,440","4,099",836,0,0,"14,937",0.0,0.0,0.0,0.9,1.5,1.4,0.3,0.0,0.0,4.1
E05000442,Downham,Lewisham,0,223,"1,527","8,581","2,480","1,729",27,0,0,"14,567",0.0,0.0,0.2,1.8,0.7,0.6,0.0,0.0,0.0,3.3
E05000443,Evelyn,Lewisham,13,796,"3,956","5,635","4,569","1,635",0,0,0,"16,603",0.0,0.0,0.5,1.0,1.1,0.5,0.0,0.0,0.0,3.1
E05000444,Forest Hill,Lewisham,0,0,794,"4,095","5,056","4,318",591,0,0,"14,854",0.0,0.0,0.1,0.8,1.4,1.5,0.2,0.0,0.0,4.0
E05000445,Grove Park,Lewisham,0,368,"2,860","7,100","2,243","2,077",0,0,0,"14,648",0.0,0.0,0.4,1.5,0.6,0.7,0.0,0.0,0.0,3.2
E05000446,Ladywell,Lewisham,0,83,188,"1,664","6,720","3,641",912,"1,282",33,"14,521",0.0,0.0,0.0,0.3,1.9,1.3,0.4,0.6,0.0,4.5
E05000447,Lee Green,Lewisham,0,0,68,"5,944","7,984",478,99,0,0,"14,573",0.0,0.0,0.0,1.2,2.2,0.2,0.0,0.0,0.0,3.6
E05000448,Lewisham Central,Lewisham,0,0,227,"2,568","6,128","1,549","1,334","3,437","2,203","17,446",0.0,0.0,0.0,0.4,1.4,0.4,0.5,1.4,1.0,5.2
E05000449,New Cross,Lewisham,0,"1,322","2,104","2,543","1,617","2,582","2,081","3,121",388,"15,757",0.0,0.1,0.3,0.5,0.4,0.8,0.8,1.4,0.2,4.4
E05000450,Perry Vale,Lewisham,0,0,772,"9,457","3,307","1,876",89,0,0,"15,500",0.0,0.0,0.1,1.8,0.9,0.6,0.0,0.0,0.0,3.4
E05000451,Rushey Green,Lewisham,0,0,164,"1,318","3,714","3,718","2,907","3,096",0,"14,916",0.0,0.0,0.0,0.3,1.0,1.2,1.2,1.5,0.0,5.2
E05000452,Sydenham,Lewisham,0,247,692,"4,706","3,375","4,674","1,908",3,0,"15,605",0.0,0.0,0.1,0.9,0.9,1.5,0.7,0.0,0.0,4.1
E05000453,Telegraph Hill,Lewisham,0,7,11,"1,051","4,686","4,741","1,668","4,109",142,"16,414",0.0,0.0,0.0,0.2,1.1,1.4,0.6,1.8,0.1,5.2
E05000454,Whitefoot,Lewisham,0,439,"6,427","3,702","2,897",784,0,0,0,"14,249",0.0,0.0,0.9,0.8,0.8,0.3,0.0,0.0,0.0,2.8
E05000455,Abbey,Merton,0,5,3,70,"2,831","4,917",704,"1,743",51,"10,323",0.0,0.0,0.0,0.0,1.1,2.4,0.4,1.2,0.0,5.1
E05000456,Cannon Hill,Merton,0,515,"3,465","4,798",470,0,0,0,0,"9,249",0.0,0.1,0.7,1.6,0.2,0.0,0.0,0.0,0.0,2.6
E05000457,Colliers Wood,Merton,9,100,656,"2,846","3,318","3,758",25,0,0,"10,712",0.0,0.0,0.1,0.8,1.2,1.8,0.0,0.0,0.0,3.9
E05000458,Cricket Green,Merton,0,8,"5,564","2,286","2,627",989,0,0,0,"11,474",0.0,0.0,1.0,0.6,0.9,0.4,0.0,0.0,0.0,2.9
E05000459,Dundonald,Merton,0,403,334,"1,504","1,974","1,530",892,"2,074",564,"9,275",0.0,0.0,0.1,0.5,0.9,0.8,0.6,1.6,0.5,4.9
E05000460,Figge's Marsh,Merton,0,152,"2,171","2,343","3,642","2,916",15,0,0,"11,240",0.0,0.0,0.4,0.6,1.3,1.3,0.0,0.0,0.0,3.6
E05000461,Graveney,Merton,0,261,"2,007","2,889","2,955","1,657",48,0,0,"9,816",0.0,0.0,0.4,0.9,1.2,0.8,0.0,0.0,0.0,3.4
E05000462,Hillside,Merton,0,0,325,"2,167",656,"1,183",675,"3,345",627,"8,977",0.0,0.0,0.1,0.7,0.3,0.7,0.5,2.6,0.6,5.4
E05000463,Lavender Fields,Merton,0,596,"4,522","3,398","1,217",540,0,0,0,"10,273",0.0,0.1,0.9,1.0,0.5,0.3,0.0,0.0,0.0,2.7
E05000464,Longthornton,Merton,0,20,"2,213","7,522",270,0,0,0,0,"10,024",0.0,0.0,0.4,2.3,0.1,0.0,0.0,0.0,0.0,2.8
E05000465,Lower Morden,Merton,10,"1,686","3,603","3,790",0,0,0,0,0,"9,090",0.0,0.2,0.8,1.3,0.0,0.0,0.0,0.0,0.0,2.2
E05000466,Merton Park,Merton,21,551,805,"3,113","2,167","1,000","1,456",372,0,"9,485",0.0,0.1,0.2,1.0,0.9,0.5,0.9,0.3,0.0,3.8
E05000467,Pollards Hill,Merton,0,528,"3,149","6,611",0,0,0,0,0,"10,287",0.0,0.1,0.6,1.9,0.0,0.0,0.0,0.0,0.0,2.6
E05000468,Ravensbury,Merton,0,553,"2,801","5,117",477,383,420,217,0,"9,968",0.0,0.1,0.6,1.5,0.2,0.2,0.3,0.2,0.0,2.9
E05000469,Raynes Park,Merton,0,415,"2,388","1,056","1,793","2,882","1,203",0,0,"9,738",0.0,0.0,0.5,0.3,0.7,1.5,0.7,0.0,0.0,3.8
E05000470,St Helier,Merton,0,313,"1,292","6,235","2,091",350,129,5,0,"10,414",0.0,0.0,0.2,1.8,0.8,0.2,0.1,0.0,0.0,3.1
E05000471,Trinity,Merton,382,357,171,"4,659","1,498",441,365,"1,763",161,"9,798",0.0,0.0,0.0,1.4,0.6,0.2,0.2,1.3,0.1,3.9
E05000472,Village,Merton,250,"1,365","4,435","1,374",283,223,367,194,0,"8,491",0.0,0.2,1.0,0.5,0.1,0.1,0.3,0.2,0.0,2.4
E05000473,West Barnes,Merton,0,35,"2,803","5,317","1,216",493,0,0,0,"9,865",0.0,0.0,0.6,1.6,0.5,0.2,0.0,0.0,0.0,2.9
E05000474,Wimbledon Park,Merton,0,0,504,"9,866",516,278,33,0,0,"11,197",0.0,0.0,0.1,2.6,0.2,0.1,0.0,0.0,0.0,3.1
E05000475,Beckton,Newham,0,838,"4,836","5,425","4,034",9,0,0,0,"15,141",0.0,0.1,0.6,1.1,1.1,0.0,0.0,0.0,0.0,2.8
E05000476,Boleyn,Newham,0,0,"1,542","3,912","4,037","5,204","1,286",0,0,"15,982",0.0,0.0,0.2,0.7,1.0,1.6,0.5,0.0,0.0,4.0
E05000477,Canning Town North,Newham,0,0,14,"1,995","4,356","4,872","2,781",793,0,"14,810",0.0,0.0,0.0,0.4,1.2,1.6,1.1,0.4,0.0,4.7
E05000478,Canning Town South,Newham,0,0,"2,684","5,407","4,854","2,194",841,16,0,"15,996",0.0,0.0,0.3,1.0,1.2,0.7,0.3,0.0,0.0,3.6
E05000479,Custom House,Newham,0,33,"1,606","8,075","3,698",0,0,0,0,"13,411",0.0,0.0,0.2,1.8,1.1,0.0,0.0,0.0,0.0,3.2
E05000480,East Ham Central,Newham,0,31,93,"2,540","4,333","5,002","2,321","1,597",0,"15,917",0.0,0.0,0.0,0.5,1.1,1.6,0.9,0.7,0.0,4.7
E05000481,East Ham North,Newham,0,455,"1,028","1,702","2,846","5,302","2,364",168,0,"13,866",0.0,0.0,0.1,0.4,0.8,1.9,1.0,0.1,0.0,4.4
E05000482,East Ham South,Newham,371,670,"4,978","7,979","1,555",22,0,0,0,"15,575",0.0,0.0,0.6,1.5,0.4,0.0,0.0,0.0,0.0,2.6
E05000483,Forest Gate North,Newham,0,803,"2,163","6,507","5,815",969,0,0,0,"16,257",0.0,0.0,0.3,1.2,1.4,0.3,0.0,0.0,0.0,3.2
E05000484,Forest Gate South,Newham,0,0,5,"6,990","6,474","3,217",148,194,333,"17,362",0.0,0.0,0.0,1.2,1.5,0.9,0.1,0.1,0.2,3.9
E05000485,Green Street East,Newham,0,0,"1,180","6,080","5,057","3,551",18,0,0,"15,885",0.0,0.0,0.1,1.1,1.3,1.1,0.0,0.0,0.0,3.7
E05000486,Green Street West,Newham,0,0,0,"4,269","7,016","3,818",10,0,0,"15,113",0.0,0.0,0.0,0.8,1.9,1.3,0.0,0.0,0.0,4.0
E05000487,Little Ilford,Newham,140,"2,363","3,857","6,756","3,167",339,11,0,0,"16,633",0.0,0.1,0.5,1.2,0.8,0.1,0.0,0.0,0.0,2.7
E05000488,Manor Park,Newham,0,62,414,"4,018","5,927","4,555",341,0,0,"15,318",0.0,0.0,0.1,0.8,1.5,1.5,0.1,0.0,0.0,4.0
E05000489,Plaistow North,Newham,0,0,0,"1,497","6,899","6,737",338,0,0,"15,470",0.0,0.0,0.0,0.3,1.8,2.2,0.1,0.0,0.0,4.4
